fold,max_depth,nrounds,alpha,gamma,eta,train_f2_score,val_f2_score,f2_score_diff,train_auc,val_auc,auc_diff,train_gain,val_gain,gain_diff,val_tp,val_fp,val_tn,val_fn
3,2,30,10,10,1,0.237196426324399,0.20470053070508,0.0324958956193196,0.79480186988516,0.749318421478787,0.0454834484063729,23672500,4613750,19058750,162,2627,44152,130
3,3,30,0,0,0.3,0.243526897938663,0.202854996243426,0.0406719016952367,0.803799612373022,0.748933633432869,0.0548659789401537,24700000,4568750,20131250,162,2663,44116,130
3,3,30,0,0,0.5,0.265295596673329,0.207855138995154,0.0574404576781743,0.825547354494837,0.751426226848659,0.0741211276461774,27601250,4708750,22892500,163,2590,44189,129
3,3,30,0,0,0.7,0.270837306885371,0.199796385848817,0.0710409210365544,0.837456701047155,0.741002614450285,0.0964540865968703,28778750,4398750,24380000,157,2604,44175,135
3,3,30,0,0,1,0.287484429292598,0.201342281879195,0.0861421474134036,0.849497504739412,0.739867467752038,0.109630036987374,30623750,4417500,26206250,156,2550,44229,136
3,3,30,0,5,0.3,0.241392215568862,0.197970799307102,0.0434214162617601,0.803048199609134,0.744974548057069,0.0580736515520642,24500000,4408750,20091250,160,2713,44066,132
3,3,30,0,5,0.5,0.260646813960935,0.203800950237559,0.0568458637233756,0.821392661424609,0.750592519415837,0.0708001420087724,27021250,4611250,22410000,163,2668,44111,129
3,3,30,0,5,0.7,0.272060715204528,0.209019508487459,0.063041206717069,0.835355834756957,0.75459435901896,0.0807614757379962,28705000,4776250,23928750,165,2614,44165,127
3,3,30,0,5,1,0.27350316824001,0.202377940804452,0.071125227435558,0.835574951343013,0.745915141058202,0.0896598102848111,28807500,4518750,24288750,160,2625,44154,132
3,3,30,0,10,0.3,0.236012335578073,0.20307082714215,0.0329415084359233,0.793092213271525,0.75189868302338,0.041193530248145,23478750,4612500,18866250,164,2706,44073,128
3,3,30,0,10,0.5,0.252977128095268,0.200498132004981,0.0524789960902868,0.815970292333592,0.746975467858631,0.0689948244749605,26151250,4491250,21660000,161,2686,44093,131
3,3,30,0,10,0.7,0.251451287228672,0.207915831663327,0.0435354555653457,0.813447225792211,0.755836391285517,0.057610834506694,25880000,4770000,21110000,166,2658,44121,126
3,3,30,0,10,1,0.250178005048871,0.213577421815408,0.0366005832334624,0.804175310747658,0.759913050786458,0.0442622599611993,25178750,4943750,20235000,168,2597,44182,124
3,3,30,5,0,0.3,0.238804118595708,0.196608503317769,0.0421956152779392,0.801084688414092,0.7446752684658,0.0564094199482919,24187500,4373750,19813750,160,2741,44038,132
3,3,30,5,0,0.5,0.256141687297658,0.209957254211717,0.0461844330859402,0.818008623826312,0.757719736961937,0.0602888868643743,26498750,4838750,21660000,167,2642,44137,125
3,3,30,5,0,0.7,0.266264596432696,0.211842776927004,0.0544218195056924,0.828362223400085,0.756627344491015,0.0717348789090694,27857500,4862500,22995000,166,2584,44195,126
3,3,30,5,0,1,0.284128235448693,0.214858917939425,0.0692693175092674,0.844411289354324,0.757215215116723,0.0871960742376001,30062500,4931250,25131250,166,2529,44250,126
3,3,30,5,5,0.3,0.235090324177184,0.203171456888008,0.031918867289176,0.796664914514882,0.751920060137042,0.0447448543778397,23635000,4615000,19020000,164,2704,44075,128
3,3,30,5,5,0.5,0.252162299669295,0.207655741806355,0.0445065578629406,0.812055555443708,0.755782948501362,0.0562726069423456,25835000,4763750,21071250,166,2663,44116,126
3,3,30,5,5,0.7,0.251863857374392,0.208974358974359,0.0428894984000332,0.805962459812459,0.751650686542111,0.0543117732703473,25408750,4735000,20673750,163,2569,44210,129
3,3,30,5,5,1,0.255317785750897,0.215845606907059,0.0394721788438376,0.814088542629451,0.763305642650212,0.0507828999792389,26180000,5037500,21142500,170,2600,44179,122
3,3,30,5,10,0.3,0.23467975336605,0.204855842185129,0.0298239111809211,0.791355835123005,0.74935048714928,0.0420053479737252,23272500,4617500,18655000,162,2624,44155,130
3,3,30,5,10,0.5,0.245786963434022,0.208016235413496,0.0377707280205266,0.803437796384833,0.752924784479161,0.0505130119056713,24833750,4732500,20101250,164,2610,44169,128
3,3,30,5,10,0.7,0.242803994517329,0.201455679750455,0.0413483147668743,0.792025470381375,0.738433041462523,0.0535924289188524,23888750,4401250,19487500,155,2524,44255,137
3,3,30,5,10,1,0.244541774503949,0.207562136435748,0.0369796380682002,0.789683572643591,0.74257383230445,0.0471097403391407,23853750,4582500,19271250,157,2457,44322,135
3,3,30,10,0,0.3,0.23301327135955,0.201760821716801,0.0312524496427487,0.797026730503071,0.75307658394895,0.043950146554121,23501250,4598750,18902500,165,2756,44023,127
3,3,30,10,0,0.5,0.249621785173979,0.206601158982111,0.0430206261918675,0.811250699610049,0.752636193444723,0.0586145061653259,25610000,4698750,20911250,164,2637,44142,128
3,3,30,10,0,0.7,0.261912376079309,0.207484725050916,0.0544276510283928,0.823492990081186,0.751351406950842,0.0721415831303441,27246250,4700000,22546250,163,2597,44182,129
3,3,30,10,0,1,0.276363873662229,0.217052248505329,0.0593116251569003,0.836385151483649,0.759109249349975,0.0772759021336745,29035000,5001250,24033750,167,2512,44267,125
3,3,30,10,5,0.3,0.231568142020409,0.19740009629273,0.0341680457276796,0.798619349996834,0.750658810430977,0.0479605395658563,23488750,4467500,19021250,164,2822,43957,128
3,3,30,10,5,0.5,0.241851328954638,0.201514411333659,0.0403369176209785,0.808386672689383,0.753023141164795,0.0553635315245884,24876250,4592500,20283750,165,2761,44018,127
3,3,30,10,5,0.7,0.246374951879892,0.21279339695641,0.0335815549234826,0.801655453993387,0.755342557997134,0.0463128959962527,24757500,4863750,19893750,165,2544,44235,127
3,3,30,10,5,1,0.243787056894159,0.196370867511807,0.0474161893823521,0.803093088584816,0.74172090743212,0.0613721811526966,24672500,4331250,20341250,158,2697,44082,134
3,3,30,10,10,0.3,0.227480916030534,0.197575757575758,0.0299051584547768,0.789639774949769,0.749245761255124,0.0403940136946455,22621250,4453750,18167500,163,2794,43985,129
3,3,30,10,10,0.5,0.231501514495889,0.195742598482995,0.0357589160128944,0.791891878721569,0.744482874442841,0.047409004278728,23068750,4351250,18717500,160,2759,44020,132
3,3,30,10,10,0.7,0.237552261497529,0.203800950237559,0.0337513112599701,0.79336744508084,0.750592519415837,0.0427749256650031,23607500,4611250,18996250,163,2668,44111,129
3,3,30,10,10,1,0.23982605309275,0.20360824742268,0.0362178056700696,0.789641893455018,0.743249371058961,0.0463925223960567,23531250,4510000,19021250,158,2554,44225,134
3,2,40,0,0,0.3,0.236230340246883,0.205153865399049,0.0310764748478334,0.794628179908407,0.752336913853453,0.0422912660549541,23591250,4663750,18927500,164,2665,44114,128
3,2,40,0,0,0.5,0.248190935635394,0.209710218607016,0.0384807170283784,0.80723709304109,0.754733310257764,0.052503782783326,25247500,4792500,20455000,165,2601,44178,127
3,2,40,0,0,0.7,0.263313221406086,0.21509633148588,0.0482168899202058,0.817635043956925,0.752837116350359,0.0647979276065662,26930000,4873750,22056250,163,2458,44321,129
3,2,40,0,0,1,0.258522004578988,0.198452321517723,0.0600696830612642,0.820670642349094,0.743625630222202,0.0770450121268919,26835000,4402500,22432500,159,2679,44100,133
3,2,40,0,5,0.3,0.235660847880299,0.204030853446131,0.0316299944341683,0.795273244166378,0.75210176560317,0.0431714785632078,23590000,4636250,18953750,164,2687,44092,128
3,2,40,0,5,0.5,0.24779383552884,0.211321721311475,0.0364721142173646,0.804531782428871,0.755053966962696,0.0494778154661747,25042500,4830000,20212500,165,2571,44208,127
3,2,40,0,5,0.7,0.261273466227985,0.213263979193758,0.0480094870342272,0.819974269541221,0.753961574491774,0.0660126950494469,26963750,4853750,22110000,164,2513,44266,128
3,2,40,0,5,1,0.258343322187875,0.209990059642147,0.0483532625457274,0.822915804927671,0.760663409438786,0.0622523954888844,26976250,4880000,22096250,169,2687,44092,123
3,2,40,0,10,0.3,0.232181761593526,0.201192250372578,0.0309895112209481,0.790898896876472,0.748580911057444,0.0423179858190285,23058750,4527500,18531250,162,2696,44083,130
3,2,40,0,10,0.5,0.243816480840702,0.203324808184143,0.040491672656559,0.798586730506732,0.744651731677983,0.0539349988287486,24382500,4522500,19860000,159,2583,44196,133
3,2,40,0,10,0.7,0.245183323667762,0.206463195691203,0.0387201279765593,0.798819207860231,0.748215340451034,0.0506038674091974,24491250,4636250,19855000,161,2570,44209,131
3,2,40,0,10,1,0.244533574847975,0.203896103896104,0.0406374709518712,0.796828437496683,0.741847010439938,0.0549814270567445,24317500,4497500,19820000,157,2525,44254,135
3,2,40,5,0,0.3,0.230844195395298,0.203488372093023,0.0273558233022746,0.795124678838265,0.757828782204402,0.0372958966338626,23217500,4700000,18517500,168,2792,43987,124
3,2,40,5,0,0.5,0.243550310714958,0.206108765830643,0.037441544884315,0.80417959580201,0.75546229179643,0.0487173040055801,24726250,4726250,2e+07,166,2693,44086,126
3,2,40,5,0,0.7,0.250882501260716,0.207298907646475,0.0435835936142414,0.812973716991126,0.757174620563553,0.0557990964275725,25810000,4775000,21035000,167,2693,44086,125
3,2,40,5,0,1,0.256253223310985,0.200459652706844,0.0557935706041413,0.813483560673807,0.741141565689088,0.0723419949847189,26200000,4415000,21785000,157,2591,44188,135
3,2,40,5,5,0.3,0.228221957040573,0.198374760994264,0.029847196046309,0.797226082762084,0.753784188373954,0.0434418943881301,23140000,4530000,18610000,166,2850,43929,126
3,2,40,5,5,0.5,0.237666211010314,0.207401887729757,0.0302643232805579,0.799005736985423,0.757195997677215,0.0418097393082074,23972500,4777500,19195000,167,2691,44088,125
3,2,40,5,5,0.7,0.247615438064557,0.209904474610357,0.0377109634541999,0.807892845913015,0.757709048405106,0.0501837975079083,25251250,4837500,20413750,167,2643,44136,125
3,2,40,5,5,1,0.25118299086018,0.206051121544079,0.0451318693161009,0.805095606814943,0.74374104467319,0.0613545621417537,25306250,4567500,20738750,158,2508,44271,134
3,2,40,5,10,0.3,0.230592085328162,0.19884309472162,0.0317489906065423,0.796195153134528,0.752435270539087,0.0437598825954408,23263750,4523750,18740000,165,2816,43963,127
3,2,40,5,10,0.5,0.240837363196742,0.205252422233554,0.0355849409631878,0.79656977624192,0.747969503643919,0.0486002725980007,24045000,4607500,19437500,161,2593,44186,131
3,2,40,5,10,0.7,0.235197159883352,0.205616850551655,0.0295803093316974,0.789953476160547,0.752433110864933,0.0375203652956146,23222500,4675000,18547500,164,2656,44123,128
3,2,40,5,10,1,0.239225118637457,0.20109689213894,0.0381282264985172,0.788413762102934,0.736902418161527,0.0515113439414062,23411250,4373750,19037500,154,2507,44272,138
3,2,40,10,0,0.3,0.228663153431462,0.1985559566787,0.0301071967527612,0.793589249835004,0.752371139198101,0.0412181106369031,22953750,4516250,18437500,165,2822,43957,127
3,2,40,10,0,0.5,0.243107769423559,0.20922074668003,0.0338870227435288,0.804102103350844,0.757570097166303,0.0465320061845413,24690000,4821250,19868750,167,2656,44123,125
3,2,40,10,0,0.7,0.249380519728064,0.217611336032389,0.0317691836956754,0.808569438379226,0.766602037502485,0.04196740087674,25416250,5120000,20296250,172,2612,44167,120
3,2,40,10,0,1,0.260221849606604,0.209835221421215,0.0503866281853887,0.81866864573797,0.751821703451408,0.0668469422865619,26807500,4755000,22052500,163,2553,44226,129
3,2,40,10,5,0.3,0.22791936557903,0.19740009629273,0.0305192692863004,0.79270101960958,0.750658810430977,0.0420422091786028,22841250,4467500,18373750,164,2822,43957,128
3,2,40,10,5,0.5,0.238408521303258,0.207240948813983,0.0311675724892756,0.797640788171804,0.755697440046713,0.0419433481250908,23940000,4753750,19186250,166,2671,44108,126
3,2,40,10,5,0.7,0.245154665639841,0.208917197452229,0.0362374681876115,0.799943125226264,0.753106489945289,0.0468366352809744,24562500,4753750,19808750,164,2593,44186,128
3,2,40,10,5,1,0.247180697613428,0.210757693302302,0.0364230043111262,0.796517392424774,0.752003408917536,0.044513983507238,24475000,4776250,19698750,163,2536,44243,129
3,2,40,10,10,0.3,0.228798047589994,0.202752519046449,0.0260455285435451,0.791753464373788,0.753290355085571,0.0384631092882167,22852500,4623750,18228750,165,2736,44043,127
3,2,40,10,10,0.5,0.231524072370439,0.203460038986355,0.0280640333840838,0.794134369146657,0.756362290244393,0.0377720789022638,23208750,4680000,18528750,167,2769,44010,125
3,2,40,10,10,0.7,0.237244897959184,0.205043301069791,0.0322015968893925,0.791066167279005,0.747926749416595,0.0431394178624095,23440000,4602500,18837500,161,2597,44182,131
3,2,40,10,10,1,0.237196426324399,0.20470053070508,0.0324958956193196,0.79480186988516,0.749318421478787,0.0454834484063729,23672500,4613750,19058750,162,2627,44152,130
3,3,40,0,0,0.3,0.254950338457645,0.208752515090543,0.0461978233671021,0.817433573192663,0.756007408194814,0.0614261649978494,26381250,4790000,21591250,166,2642,44137,126
3,3,40,0,0,0.5,0.278524779101037,0.203355363497712,0.0751694156033251,0.845506888299226,0.746118223637992,0.0993886646612333,29817500,4542500,25275000,160,2606,44173,132
3,3,40,0,0,0.7,0.285677601592091,0.205043301069791,0.0806343005222997,0.85423153349764,0.747926749416595,0.106304784081045,30868750,4602500,26266250,161,2597,44182,131
3,3,40,0,0,1,0.298288029273393,0.202046035805627,0.0962419934677659,0.864868381341194,0.742928714354029,0.121939666987165,32360000,4472500,27887500,158,2584,44195,134
3,3,40,0,5,0.3,0.252379759519038,0.208333333333333,0.0440464261857048,0.817003356481015,0.758854883660184,0.0581484728208318,26180000,4820000,21360000,168,2696,44083,124
3,3,40,0,5,0.5,0.26864526033005,0.205462290152844,0.063182970177206,0.83254150348533,0.75240104519444,0.0801404582908906,28297500,4671250,23626250,164,2659,44120,128
3,3,40,0,5,0.7,0.273384545865341,0.209284627092846,0.0640999187724949,0.83593890185107,0.754647801803116,0.0812911000479546,28826250,4782500,24043750,165,2609,44170,127
3,3,40,0,5,1,0.290659268067116,0.205443601151531,0.0852156669155849,0.851097065426397,0.742156978588039,0.108940086838358,30917500,4533750,26383750,157,2496,44283,135
3,3,40,0,10,0.3,0.247474747474748,0.206724782067248,0.0407499654074996,0.807868796531618,0.755590554478403,0.0522782420532151,25240000,4741250,20498750,166,2681,44098,126
3,3,40,0,10,0.5,0.253120665742025,0.200498132004981,0.0526225337370437,0.815994341714988,0.746975467858631,0.069018873856357,26162500,4491250,21671250,161,2686,44093,131
3,3,40,0,10,0.7,0.251451287228672,0.207915831663327,0.0435354555653457,0.813447225792211,0.755836391285517,0.057610834506694,25880000,4770000,21110000,166,2658,44121,126
3,3,40,0,10,1,0.250178005048871,0.213577421815408,0.0366005832334624,0.804175310747658,0.759913050786458,0.0442622599611993,25178750,4943750,20235000,168,2597,44182,124
3,3,40,5,0,0.3,0.246793869252424,0.209633142001497,0.0371607272509268,0.809635106002133,0.75912209758096,0.0505130084211727,25308750,4851250,20457500,168,2671,44108,124
3,3,40,5,0,0.5,0.266330696606277,0.212658227848101,0.0536724687581759,0.830275501312467,0.75973134532033,0.0705441559921365,27995000,4922500,23072500,168,2614,44165,124
3,3,40,5,0,0.7,0.282250242483026,0.212306127637935,0.0699441148450908,0.847207990818774,0.758190033462504,0.0890179573562697,30158750,4893750,25265000,167,2598,44181,125
3,3,40,5,0,1,0.300318217979316,0.203465476503019,0.0968527414762967,0.862440974691778,0.738839206622103,0.123601768069676,32285000,4448750,27836250,155,2486,44293,137
3,3,40,5,5,0.3,0.2443927875856,0.204897551224388,0.0394952363612126,0.805078514641388,0.752283471069298,0.0527950435720901,24843750,4657500,20186250,164,2670,44109,128
3,3,40,5,5,0.5,0.255079294312464,0.211442786069652,0.0436365082428125,0.815563049736097,0.762429180990065,0.0531338687460325,26263750,4935000,21328750,170,2682,44097,122
3,3,40,5,5,0.7,0.251863857374392,0.208974358974359,0.0428894984000332,0.805962459812459,0.751650686542111,0.0543117732703473,25408750,4735000,20673750,163,2569,44210,129
3,3,40,5,5,1,0.255317785750897,0.215845606907059,0.0394721788438376,0.814088542629451,0.763305642650212,0.0507828999792389,26180000,5037500,21142500,170,2600,44179,122
3,3,40,5,10,0.3,0.241230847157148,0.206913954075196,0.0343168930819527,0.798515119996164,0.752700324785709,0.0458147952104548,24197500,4706250,19491250,164,2631,44148,128
3,3,40,5,10,0.5,0.245786963434022,0.208016235413496,0.0377707280205266,0.803437796384833,0.752924784479161,0.0505130119056713,24833750,4732500,20101250,164,2610,44169,128
3,3,40,5,10,0.7,0.242803994517329,0.201455679750455,0.0413483147668743,0.792025470381375,0.738433041462523,0.0535924289188524,23888750,4401250,19487500,155,2524,44255,137
3,3,40,5,10,1,0.244541774503949,0.207562136435748,0.0369796380682002,0.789683572643591,0.74257383230445,0.0471097403391407,23853750,4582500,19271250,157,2457,44322,135
3,3,40,10,0,0.3,0.242679625984252,0.202354672553348,0.040324953430904,0.80891095240675,0.753204846630923,0.0557061057758271,24970000,4613750,20356250,165,2744,44035,127
3,3,40,10,0,0.5,0.260155903415933,0.214051876101738,0.046104027314195,0.823969708669381,0.762952920274787,0.0610167883945944,27166250,4996250,22170000,170,2633,44146,122
3,3,40,10,0,0.7,0.269849342063442,0.210553018772197,0.0592963232912448,0.83615909370437,0.75637081912707,0.0797882745772997,28626250,4832500,23793750,166,2608,44171,126
3,3,40,10,0,1,0.282056281276402,0.218872870249017,0.0631834110273851,0.84526264706453,0.759451283168569,0.0858113638959611,30006250,5041250,24965000,167,2480,44299,125
3,3,40,10,5,0.3,0.236675590167924,0.203113597664802,0.0335619925031223,0.803691666980858,0.756287470346576,0.0474041966342826,24195000,4671250,19523750,167,2776,44003,125
3,3,40,10,5,0.5,0.242203870331567,0.202057310800882,0.0401465595306849,0.807698853975597,0.753140715289937,0.0545581386856604,24857500,4606250,20251250,165,2750,44029,127
3,3,40,10,5,0.7,0.246374951879892,0.21279339695641,0.0335815549234826,0.801655453993387,0.755342557997134,0.0463128959962527,24757500,4863750,19893750,165,2544,44235,127
3,3,40,10,5,1,0.243787056894159,0.196370867511807,0.0474161893823521,0.803093088584816,0.74172090743212,0.0613721811526966,24672500,4331250,20341250,158,2697,44082,134
3,3,40,10,10,0.3,0.23341144548594,0.20563035495716,0.0277810905287794,0.795233699497672,0.758288390148138,0.0369453093495341,23420000,4753750,18666250,168,2749,44030,124
3,3,40,10,10,0.5,0.231501514495889,0.195742598482995,0.0357589160128944,0.791891878721569,0.744482874442841,0.047409004278728,23068750,4351250,18717500,160,2759,44020,132
3,3,40,10,10,0.7,0.237552261497529,0.203800950237559,0.0337513112599701,0.79336744508084,0.750592519415837,0.0427749256650031,23607500,4611250,18996250,163,2668,44111,129
3,3,40,10,10,1,0.23982605309275,0.20360824742268,0.0362178056700696,0.789641893455018,0.743249371058961,0.0463925223960567,23531250,4510000,19021250,158,2554,44225,134
4,2,20,0,0,0.3,0.202829085807809,0.210025527964725,0.00719644215691578,0.765712782518324,0.778292702283066,0.0125799197647425,19155000,5123750,14031250,181,2960,43818,111
4,2,20,0,0,0.5,0.223327361462902,0.21807992202729,0.0052474394356119,0.780665698327343,0.777037868170086,0.00362783015725765,21756250,5280000,16476250,179,2757,44021,113
4,2,20,0,0,0.7,0.233186994973595,0.223025168203339,0.0101618267702563,0.786229147064878,0.778010547634791,0.00821859943008696,22843750,5393750,17450000,179,2666,44112,113
4,2,20,0,0,1,0.235096823186938,0.217009533366784,0.0180872898201546,0.790309558542104,0.767961039523907,0.0223485190181975,23237500,5127500,18110000,173,2645,44133,119
4,2,20,0,5,0.3,0.212325850215976,0.217550721095087,0.00522487087911064,0.769228805250688,0.77545380482688,0.00622499957619227,20193750,5246250,14947500,178,2745,44033,114
4,2,20,0,5,0.5,0.227743271221532,0.217878486055777,0.0098647851657552,0.782620651843835,0.771086411069013,0.0115342407748216,22216250,5190000,17026250,175,2673,44105,117
4,2,20,0,5,0.7,0.23524435478623,0.228161668839635,0.00708268594659525,0.78285685247771,0.773021081213098,0.00983577126461199,22781250,5416250,17365000,175,2492,44286,117
4,2,20,0,5,1,0.236111111111111,0.224030037546934,0.0120810735641775,0.792361788907152,0.778202945770667,0.0141588431364849,23440000,5416250,18023750,179,2648,44130,113
4,2,20,0,10,0.3,0.202574017429445,0.206554350334641,0.00398033290519575,0.768573618679732,0.774590136330332,0.00601651765060018,19281250,4993750,14287500,179,2986,43792,113
4,2,20,0,10,0.5,0.223540987639137,0.220947265625,0.00259372201413657,0.782190977349923,0.780569413557597,0.00162156379232636,21863750,5390000,16473750,181,2747,44031,111
4,2,20,0,10,0.7,0.235542560103964,0.233402489626556,0.00214007047740761,0.783656901937909,0.781411704483492,0.00224519745441687,22852500,5640000,17212500,180,2508,44270,112
4,2,20,0,10,1,0.237325728770596,0.221941992433796,0.0153837363368,0.792952871590607,0.773354556673111,0.0195983149174954,23565000,5303750,18261250,176,2621,44157,116
4,2,20,5,0,0.3,0.205075845974329,0.212517515179823,0.0074416692054935,0.769504063042572,0.78030431703933,0.0108002539967571,19565000,5207500,14357500,182,2932,43846,110
4,2,20,5,0,0.5,0.220446900528592,0.219161676646707,0.00128522388188548,0.784172139793439,0.783171034621708,0.00100110517173069,21730000,5391250,16338750,183,2824,43954,109
4,2,20,5,0,0.7,0.236484330120636,0.230287859824781,0.00619647029585474,0.789808788673175,0.786818033532916,0.00299075514025937,23306250,5666250,17640000,184,2643,44135,108
4,2,20,5,0,1,0.234488417597677,0.219904498617743,0.0145839189799341,0.790200000834586,0.771481896126091,0.0187181047084948,23186250,5236250,17950000,175,2636,44142,117
4,2,20,5,5,0.3,0.202387885847408,0.207804202262757,0.00541631641534857,0.765977864218431,0.776334531453435,0.0103566672350039,19127500,5046250,14081250,180,2983,43795,112
4,2,20,5,5,0.5,0.221771716427079,0.219660194174757,0.0021115222523222,0.779991779328448,0.780312882709762,0.000321103381314081,21592500,5360000,16232500,181,2771,44007,111
4,2,20,5,5,0.7,0.234465086483024,0.229450327786183,0.00501475869684112,0.786084311629121,0.783681973202483,0.0024023384266374,22927500,5602500,17325000,182,2616,44162,110
4,2,20,5,5,1,0.236810361246905,0.226751592356688,0.0100587688902171,0.791738100634666,0.777228143191068,0.0145099574435981,23451250,5453750,17997500,178,2579,44199,114
4,2,20,5,10,0.3,0.202217498707417,0.210719193770041,0.00850169506262466,0.769221356205088,0.782852494176808,0.0136311379717203,19281250,5202500,14078750,184,3014,43764,108
4,2,20,5,10,0.5,0.222510661969219,0.22108843537415,0.00142222659506977,0.77939481244804,0.782078655403518,0.00268384295547819,21616250,5415000,16201250,182,2766,44012,110
4,2,20,5,10,0.7,0.228932062863507,0.220873786407767,0.00805827645574001,0.788055325434343,0.782035900262212,0.00601942517213139,22637500,5410000,17227500,182,2770,44008,110
4,2,20,5,10,1,0.23069403714565,0.23383593151035,0.00314189436470008,0.776454324575452,0.785971496377234,0.00951717180178169,22058750,5718750,16340000,183,2562,44216,109
4,2,20,10,0,0.3,0.202844485894148,0.209442258736404,0.00659777284225574,0.766446028498328,0.778164436859149,0.0117184083608208,19195000,5108750,14086250,181,2972,43806,111
4,2,20,10,0,0.5,0.221305552210045,0.219004308281474,0.00230124392857023,0.784715123971153,0.783138968265729,0.00157615570542458,21832500,5387500,16445000,183,2827,43951,109
4,2,20,10,0,0.7,0.22955877815489,0.220338983050848,0.00921979510404294,0.789663440772364,0.781929012408948,0.00773442836341631,22783750,5397500,17386250,182,2780,43998,110
4,2,20,10,0,1,0.234039908000249,0.221109210847789,0.0129306971524598,0.793855542177777,0.780601479913576,0.0132540622642012,23381250,5393750,17987500,181,2744,44034,111
4,2,20,10,5,0.3,0.202167326963412,0.209296947271045,0.00712962030763362,0.765563142722689,0.77813237050317,0.0125692277804808,19085000,5105000,13980000,181,2975,43803,111
4,2,20,10,5,0.5,0.219981944026482,0.217859707924348,0.00212223610213444,0.782968057394329,0.781426639498605,0.00154141789572371,21621250,5338750,16282500,182,2827,43951,110
4,2,20,10,5,0.7,0.229796421961752,0.223808371642874,0.00598805031887756,0.790080834407314,0.787065998710317,0.00301483569699623,22827500,5543750,17283750,185,2780,43998,107
4,2,20,10,5,1,0.234302361619042,0.221542227662179,0.012760133956863,0.795024886767186,0.780686990196188,0.0143378965709984,23473750,5403750,18070000,181,2736,44042,111
4,2,20,10,10,0.3,0.202090999357514,0.20852641334569,0.00643541398817626,0.764816536046646,0.776494863233331,0.0116783271866858,19038750,5065000,13973750,180,2968,43810,112
4,2,20,10,10,0.5,0.215930902111324,0.215784453981879,0.000146448129445531,0.778077447818612,0.779521912595606,0.00144446477699411,2.1e+07,5267500,15732500,181,2845,43933,111
4,2,20,10,10,0.7,0.224995389438741,0.218818380743983,0.00617700869475848,0.78432871616962,0.778664686654598,0.00566402951502187,22106250,5318750,16787500,180,2765,44013,112
4,2,20,10,10,1,0.230615182426935,0.220462850182704,0.0101523322442313,0.787252063916399,0.780473214489659,0.00677884942673968,22716250,5378750,17337500,181,2756,44022,111
4,3,20,0,0,0.3,0.218852215283973,0.213615023474178,0.00523719180979426,0.784587401207719,0.780539470316511,0.00404793089120792,21621250,5235000,16386250,182,2910,43868,110
4,3,20,0,0,0.5,0.243015690776885,0.229695431472081,0.0133202593048036,0.79882523609265,0.782236864068521,0.0165883720241294,24342500,5585000,18757500,181,2591,44187,111
4,3,20,0,0,0.7,0.247800207039337,0.229767679346439,0.0180325276928988,0.801141468320728,0.780759688578579,0.0203817797421493,24820000,5563750,19256250,180,2569,44209,112
4,3,20,0,0,1,0.256713554987212,0.224676313785225,0.0320372412019876,0.816587704953077,0.775355482644048,0.0412322223090289,26440000,5386250,21053750,177,2594,44184,115
4,3,20,0,5,0.3,0.21847542151508,0.214369846878681,0.00410557463639868,0.784509909170694,0.780699802096408,0.00381010707428631,21585000,5253750,16331250,182,2895,43883,110
4,3,20,0,5,0.5,0.239213747063914,0.228557385106906,0.0106563619570081,0.802658218460631,0.789473098523659,0.0131851199369719,24317500,5673750,18643750,186,2715,44063,106
4,3,20,0,5,0.7,0.249039692701665,0.230730223123732,0.0183094695779323,0.805872289462518,0.783917126479665,0.0219551629828533,25215000,5630000,19585000,182,2594,44184,110
4,3,20,0,5,1,0.25365460852329,0.227497527200791,0.0261570813224991,0.822133016088182,0.786294283051921,0.0358387330362611,26610000,5605000,21005000,184,2692,44086,108
4,3,20,0,10,0.3,0.214166068437425,0.216152019002375,0.00198595056495005,0.776236856369516,0.781073909582833,0.00483705321331696,20745000,5297500,15447500,182,2860,43918,110
4,3,20,0,10,0.5,0.235942176654143,0.224350894882783,0.0115912817713596,0.789712591661696,0.776779214207358,0.012933377454338,23261250,5401250,17860000,178,2621,44157,114
4,3,20,0,10,0.7,0.242953104400779,0.228677379480841,0.0142757249199379,0.803323581123365,0.788006611819044,0.0153169693043206,24628750,5653750,18975000,185,2692,44086,107
4,3,20,0,10,1,0.245232476561005,0.226578411405295,0.0186540651557099,0.801837844270363,0.777196076835089,0.0246417674352738,24691250,5450000,19241250,178,2582,44196,114
4,3,20,5,0,0.3,0.218862275449102,0.213421863884278,0.00544041156482392,0.782740925561669,0.777553052980648,0.00518787258102083,21515000,5188750,16326250,180,2869,43909,112
4,3,20,5,0,0.5,0.23543990086741,0.221680876979294,0.0137590238881166,0.796729199116686,0.782196232042109,0.0145329670745774,23665000,5428750,18236250,182,2755,44023,110
4,3,20,5,0,0.7,0.24904214559387,0.226187484292536,0.0228546613013339,0.806626912556185,0.78009698388834,0.0265299286678447,25265000,5486250,19778750,180,2631,44147,112
4,3,20,5,0,1,0.257722130418203,0.229712858926342,0.0280092714918606,0.819782558515456,0.786711145679652,0.0330714128358046,26722500,5653750,21068750,184,2653,44125,108
4,3,20,5,5,0.3,0.215947819955341,0.21546703936641,0.000480780588930974,0.783614202617554,0.785355793058088,0.00174159044053346,21317500,5343750,15973750,185,2940,43838,107
